evidence_id,source_type,local_relative_path,sha256,captured_at_utc,sanitized_summary,ip_privacy_review,status
EV-0153,screenshot,.reference-local/screenshots/EV-0153.png,96962ef0c6ad6d19b458af92f2330635b2ec58f8e3fdab0828c23b806ab099e0,2026-07-18T18:40:12.3816816Z,"raw screenshot capture",pass,captured
EV-0154,ui_dump,.reference-local/ui-dumps/EV-0154.xml,28d52ef7b3db03260fe3c9f702cf1a7bf93c206fdfeed10c02aa2e24cd3d9383,2026-07-18T18:40:14.6444075Z,"raw UI dump capture",pass,captured
EV-0155,screenshot,.reference-local/screenshots/EV-0155.png,f3929f8ca6d0904f601a26a327a7a5f25418f698d62b7701e914eb4fe6710b78,2026-07-18T18:40:16.8378855Z,"raw screenshot capture",pass,captured
EV-0156,ui_dump,.reference-local/ui-dumps/EV-0156.xml,28d52ef7b3db03260fe3c9f702cf1a7bf93c206fdfeed10c02aa2e24cd3d9383,2026-07-18T18:40:19.1849114Z,"raw UI dump capture",pass,captured
EV-0157,screenshot,.reference-local/screenshots/EV-0157.png,ad7531c929b9f6f00919c6684c7e1e6ad60027d9878b7ac90a603fed44295963,2026-07-18T18:40:47.7022941Z,"raw screenshot capture",pass,captured
EV-0158,ui_dump,.reference-local/ui-dumps/EV-0158.xml,28d52ef7b3db03260fe3c9f702cf1a7bf93c206fdfeed10c02aa2e24cd3d9383,2026-07-18T18:40:49.9485262Z,"raw UI dump capture",pass,captured
EV-0159,screenshot,.reference-local/screenshots/EV-0159.png,12f9baeaa81710d2f6b7bbfb603b6f29e9541eb1d842fdc11f3d69f66e3b202a,2026-07-18T18:40:51.6743550Z,"raw screenshot capture",pass,captured
EV-0160,ui_dump,.reference-local/ui-dumps/EV-0160.xml,28d52ef7b3db03260fe3c9f702cf1a7bf93c206fdfeed10c02aa2e24cd3d9383,2026-07-18T18:40:53.9652360Z,"raw UI dump capture",pass,captured
EV-0161,screenshot,.reference-local/screenshots/EV-0161.png,d40cf915152d70ddac03abc7344f4dbb051f57b484b2f7f849d0b7fa098058fd,2026-07-18T18:41:25.3864122Z,"raw screenshot capture",pass,captured
EV-0162,ui_dump,.reference-local/ui-dumps/EV-0162.xml,28d52ef7b3db03260fe3c9f702cf1a7bf93c206fdfeed10c02aa2e24cd3d9383,2026-07-18T18:41:27.5983293Z,"raw UI dump capture",pass,captured
EV-0163,screenshot,.reference-local/screenshots/EV-0163.png,3d37e80991c7df3d7874dbc67ecd7e6769117c3fa6a98fe761e55883846d1f21,2026-07-18T18:41:29.8136244Z,"raw screenshot capture",pass,captured
EV-0164,ui_dump,.reference-local/ui-dumps/EV-0164.xml,28d52ef7b3db03260fe3c9f702cf1a7bf93c206fdfeed10c02aa2e24cd3d9383,2026-07-18T18:41:32.1223766Z,"raw UI dump capture",pass,captured
EV-0165,screenshot,.reference-local/screenshots/EV-0165.png,c72a064c11b31fd4b4b08ab8383abaaac6e7237bccc0306e2420f979786643ce,2026-07-18T18:42:21.0353527Z,"raw screenshot capture",pass,captured
EV-0166,ui_dump,.reference-local/ui-dumps/EV-0166.xml,28d52ef7b3db03260fe3c9f702cf1a7bf93c206fdfeed10c02aa2e24cd3d9383,2026-07-18T18:42:23.2223858Z,"raw UI dump capture",pass,captured
EV-0167,screenshot,.reference-local/screenshots/EV-0167.png,8bf2e7861c32c57e86faed3b580b7d809a16119c4f9a79a7ece9c5c1e9bca627,2026-07-18T18:42:24.9737093Z,"raw screenshot capture",pass,captured
EV-0168,ui_dump,.reference-local/ui-dumps/EV-0168.xml,9d13b8891bafb6db90119ac428ac47c9ad11683d9b14c64fe5352d9d654caae8,2026-07-18T18:42:27.3776183Z,"raw UI dump capture",pass,captured
EV-0169,screenshot,.reference-local/screenshots/EV-0169.png,49b5ffc345da36d3519d5cdd60208a979e1853c4c490ff2e207c27ae4316cfd8,2026-07-18T18:43:16.8318573Z,"raw screenshot capture",pass,captured
EV-0170,ui_dump,.reference-local/ui-dumps/EV-0170.xml,e55233eed3dcc1c9b772f48621b61c43b9163b859e4907f117bd89a6f7675892,2026-07-18T18:43:19.3638400Z,"raw UI dump capture",pass,captured
EV-0171,screenshot,.reference-local/screenshots/EV-0171.png,372bba8420715c3cbe1e4503f342a43924526e85f73edfbf09b9d1b9c66d9949,2026-07-18T18:43:49.5533625Z,"raw screenshot capture",pass,captured
EV-0172,ui_dump,.reference-local/ui-dumps/EV-0172.xml,1aa0ab10ba50e4ce5659cd2203487614c9a113cdfc439044fb8331e813a9f5ef,2026-07-18T18:43:51.7253908Z,"raw UI dump capture",pass,captured
EV-0173,screenshot,.reference-local/screenshots/EV-0173.png,ebe6703587f97a3cc3255b4296248cbaafe10302b270639a5f6ea8d64305dc49,2026-07-18T18:43:55.0172870Z,"raw screenshot capture",pass,captured
EV-0174,ui_dump,.reference-local/ui-dumps/EV-0174.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:43:57.3578557Z,"raw UI dump capture",pass,captured
EV-0175,screenshot,.reference-local/screenshots/EV-0175.png,360abda636aecb7e37529117d5b9bec567c9660b1eda9e361d1b50a766fda859,2026-07-18T18:44:43.3400727Z,"raw screenshot capture",pass,captured
EV-0176,ui_dump,.reference-local/ui-dumps/EV-0176.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:44:45.5244826Z,"raw UI dump capture",pass,captured
EV-0177,screenshot,.reference-local/screenshots/EV-0177.png,f52a1d8db70eaca65bb57dab1b911c7966e562b8c17c85fedde60ea338694f71,2026-07-18T18:45:35.4112290Z,"raw screenshot capture",pass,captured
EV-0178,ui_dump,.reference-local/ui-dumps/EV-0178.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:45:37.8754777Z,"raw UI dump capture",pass,captured
EV-0179,screenshot,.reference-local/screenshots/EV-0179.png,f52a1d8db70eaca65bb57dab1b911c7966e562b8c17c85fedde60ea338694f71,2026-07-18T18:46:08.6642975Z,"raw screenshot capture",pass,captured
EV-0180,ui_dump,.reference-local/ui-dumps/EV-0180.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:46:11.1133394Z,"raw UI dump capture",pass,captured
EV-0181,screenshot,.reference-local/screenshots/EV-0181.png,aaeb1fa99750ecf61f8e1193c6b923a09c8fdee95debb193d915edfa9e62effc,2026-07-18T18:46:14.0129065Z,"raw screenshot capture",pass,captured
EV-0182,ui_dump,.reference-local/ui-dumps/EV-0182.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:46:16.4527294Z,"raw UI dump capture",pass,captured
EV-0183,screenshot,.reference-local/screenshots/EV-0183.png,2636dfcc7c85b86abd61e01ae9f6992599f6915dd75395d3632fe52ee7c02574,2026-07-18T18:46:57.5138689Z,"raw screenshot capture",pass,captured
EV-0184,ui_dump,.reference-local/ui-dumps/EV-0184.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:47:00.0273370Z,"raw UI dump capture",pass,captured
EV-0185,screenshot,.reference-local/screenshots/EV-0185.png,ddba7c23cc26c9c62235e2ffef9ea24f5cf66bac26d5d9c50c9d46bc645ca95c,2026-07-18T18:47:02.8993978Z,"raw screenshot capture",pass,captured
EV-0186,ui_dump,.reference-local/ui-dumps/EV-0186.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:47:05.3346955Z,"raw UI dump capture",pass,captured
EV-0187,screenshot,.reference-local/screenshots/EV-0187.png,cdf65e1a1b2745d76171214108e38aa26c7da5f49be9a7aad8ee2e7cf73902e4,2026-07-18T18:48:28.8998385Z,"raw screenshot capture",pass,captured
EV-0188,ui_dump,.reference-local/ui-dumps/EV-0188.xml,e55233eed3dcc1c9b772f48621b61c43b9163b859e4907f117bd89a6f7675892,2026-07-18T18:48:31.8796358Z,"raw UI dump capture",pass,captured
EV-0189,screenshot,.reference-local/screenshots/EV-0189.png,84328a3143e620bafbc21cd18f2f95ccad1d35b1be3bc936ad8cff5d77271d62,2026-07-18T18:49:30.6124598Z,"raw screenshot capture",pass,captured
EV-0190,ui_dump,.reference-local/ui-dumps/EV-0190.xml,c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe,2026-07-18T18:49:33.0241205Z,"raw UI dump capture",pass,captured
EV-0194,screenshot,.reference-local/screenshots/EV-0194.png,627a9df42c8c85a6c794b9e6d8736282315041ee6fbf1a0e3853564d736cfc7d,2026-07-18T20:24:20.3236595Z,raw screenshot capture,pass,captured
EV-0195,ui_dump,.reference-local/ui-dumps/EV-0195.xml,f95c7f1449ecacbf0133a5144b194b0756a37fb0c30dd037888085798dbefd61,2026-07-18T20:24:22.5070508Z,raw ui_dump capture,pass,captured
EV-0196,screenshot,.reference-local/screenshots/EV-0196.png,4a698a67f2201b5d430b94502cbd432636e66b8133a432af97a8c4237bea4fc6,2026-07-18T20:25:24.0446659Z,raw screenshot capture,pass,captured
EV-0197,ui_dump,.reference-local/ui-dumps/EV-0197.xml,f95c7f1449ecacbf0133a5144b194b0756a37fb0c30dd037888085798dbefd61,2026-07-18T20:25:26.2485667Z,raw ui_dump capture,pass,captured
EV-0198,screenshot,.reference-local/screenshots/EV-0198.png,d876a06ea7ea2484bcb34b09c64f52a0f829658c96348a28bd2af25917caee31,2026-07-18T20:25:50.7575755Z,raw screenshot capture,pass,captured
EV-0199,ui_dump,.reference-local/ui-dumps/EV-0199.xml,f95c7f1449ecacbf0133a5144b194b0756a37fb0c30dd037888085798dbefd61,2026-07-18T20:25:52.9907860Z,raw ui_dump capture,pass,captured
EV-0200,screenshot,.reference-local/screenshots/EV-0200.png,443c34368afd8c850dcaf5b486b1cb01f87ef9900d6a1e1b3271ce7d5a0ec2d6,2026-07-18T20:26:16.4121527Z,raw screenshot capture,pass,captured
EV-0201,ui_dump,.reference-local/ui-dumps/EV-0201.xml,f95c7f1449ecacbf0133a5144b194b0756a37fb0c30dd037888085798dbefd61,2026-07-18T20:26:18.5442015Z,raw ui_dump capture,pass,captured
EV-0202,screenshot,.reference-local/screenshots/EV-0202.png,f03dd4f86f2ffc04b4e3540e8766d81575854f13b8d072388a3cbf2eaddbe1b2,2026-07-18T20:26:40.5446614Z,raw screenshot capture,pass,captured
EV-0203,ui_dump,.reference-local/ui-dumps/EV-0203.xml,f95c7f1449ecacbf0133a5144b194b0756a37fb0c30dd037888085798dbefd61,2026-07-18T20:26:42.7018263Z,raw ui_dump capture,pass,captured
EV-0204,screenshot,.reference-local/screenshots/EV-0204.png,384ca996cecd25d58e9034d929f6829f93b077108c29199150b7b0f4b47120fb,2026-07-18T20:27:02.1206334Z,raw screenshot capture,pass,captured
EV-0205,ui_dump,.reference-local/ui-dumps/EV-0205.xml,f95c7f1449ecacbf0133a5144b194b0756a37fb0c30dd037888085798dbefd61,2026-07-18T20:27:04.2608322Z,raw ui_dump capture,pass,captured
EV-0206,screenshot,.reference-local/screenshots/EV-0206.png,1ed2dbd20a22a0b360003aae03c38a8195cc4c1d4506808db08702385deb5017,2026-07-18T20:27:25.6255387Z,raw screenshot capture,pass,captured
EV-0207,ui_dump,.reference-local/ui-dumps/EV-0207.xml,f95c7f1449ecacbf0133a5144b194b0756a37fb0c30dd037888085798dbefd61,2026-07-18T20:27:27.7325037Z,raw ui_dump capture,pass,captured
EV-0208,screenshot,.reference-local/screenshots/EV-0208.png,7407570f48429a7cc19732fd85d282ce3120461a9141bc928600757ee7d95213,2026-07-18T20:27:51.1042321Z,raw screenshot capture,pass,captured
EV-0209,ui_dump,.reference-local/ui-dumps/EV-0209.xml,f95c7f1449ecacbf0133a5144b194b0756a37fb0c30dd037888085798dbefd61,2026-07-18T20:27:53.2294855Z,raw ui_dump capture,pass,captured
"EV-0210","screenshot",".reference-local/screenshots/EV-0210.png","1fd0951bbaa40a80cd3212cfdff4d4c8c1556cc285d60e3a33bf5674ccd491d5","2026-07-18T21:26:51.116Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0211","ui_dump",".reference-local/ui-dumps/EV-0211.xml","c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe","2026-07-18T21:26:51.179Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0212","ui_dump",".reference-local/ui-dumps/EV-0212.xml","c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe","2026-07-18T21:27:26.123Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0213","screenshot",".reference-local/screenshots/EV-0213.png","9550c6496950780870865784c89c3d9e104b5416d8463f5aa18f55ea9d1bdd31","2026-07-18T21:30:30.574Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0214","ui_dump",".reference-local/ui-dumps/EV-0214.xml","52f0770ec01a9c78ef4738e16f80b04c7ea058bb81e47860c63de4fe5b81351d","2026-07-18T21:30:34.456Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0215","screenshot",".reference-local/screenshots/EV-0215.png","8cef4361948ee44f3765c7dce85ee2e3dad0e832d3e6e7a254d04dcb7cb04fc5","2026-07-18T21:31:19.870Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0216","ui_dump",".reference-local/ui-dumps/EV-0216.xml","c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe","2026-07-18T21:31:22.762Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0217","screenshot",".reference-local/screenshots/EV-0217.png","83ffe0bb55218e6a14da033acec643ee60e54a38423a011e783fadb24b4fefca","2026-07-18T21:32:01.563Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0218","ui_dump",".reference-local/ui-dumps/EV-0218.xml","c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe","2026-07-18T21:32:04.108Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0219","screenshot",".reference-local/screenshots/EV-0219.png","83ffe0bb55218e6a14da033acec643ee60e54a38423a011e783fadb24b4fefca","2026-07-18T21:32:44.073Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0220","ui_dump",".reference-local/ui-dumps/EV-0220.xml","c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe","2026-07-18T21:32:46.786Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0221","screenshot",".reference-local/screenshots/EV-0221.png","6da423b5ed7082bfeb89aa8a50a3a19442262d4d56a470b2c03034d1523f13de","2026-07-18T21:34:12.490Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0222","ui_dump",".reference-local/ui-dumps/EV-0222.xml","c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe","2026-07-18T21:34:15.463Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0223","screenshot",".reference-local/screenshots/EV-0223.png","55c07fff2e5f5f281da5c41933feade67652bb91099003c423143fb5c2a351be","2026-07-18T21:35:22.693Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0224","ui_dump",".reference-local/ui-dumps/EV-0224.xml","c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe","2026-07-18T21:35:25.499Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0225","screenshot",".reference-local/screenshots/EV-0225.png","dce1d6dab1a05463a36ff1c9e22dd7c5d2f7d5fa0b8db361deb2739cbb470700","2026-07-18T21:36:16.566Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0226","ui_dump",".reference-local/ui-dumps/EV-0226.xml","c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe","2026-07-18T21:36:19.498Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0227","screenshot",".reference-local/screenshots/EV-0227.png","c50c0645583e345c152102c4be2e2641113a39cca7f9915c8b552233bff71014","2026-07-18T21:37:25.039Z","recovery probe not promoted: host launcher surface with unrelated app labels","fail","probe_not_promoted"
"EV-0228","ui_dump",".reference-local/ui-dumps/EV-0228.xml","a35b9838430f738d1c10652cd2252038c13e7275f59207a04ed58d92f17e2c87","2026-07-18T21:37:27.672Z","recovery probe not promoted: host launcher surface with unrelated app labels","fail","probe_not_promoted"
"EV-0229","screenshot",".reference-local/screenshots/EV-0229.png","48899ccba37a27408069b7a6759b5cbc9708c6959e7e7c0cf3c35fd782eeb14a","2026-07-18T21:38:12.690Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0230","ui_dump",".reference-local/ui-dumps/EV-0230.xml","e55233eed3dcc1c9b772f48621b61c43b9163b859e4907f117bd89a6f7675892","2026-07-18T21:38:15.371Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0231","screenshot",".reference-local/screenshots/EV-0231.png","85bf1f04cf7fb2c2ca655495170784fbfe9d0e0038cb777c5b77f24772df84fa","2026-07-18T21:39:14.504Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0232","ui_dump",".reference-local/ui-dumps/EV-0232.xml","6a1c3cd05029d75bb28127e47ae1058b4d1f924b8de98c589ed49d2b1e4a6f19","2026-07-18T21:39:17.866Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0233","screenshot",".reference-local/screenshots/EV-0233.png","199ed64655865bfd066ff69671590962e7c2e9c588b0eef64eea71ed571cc20f","2026-07-18T22:00:02.565Z","validated recovery node anchor for ST-0001 clean launch","pass","captured"
"EV-0234","ui_dump",".reference-local/ui-dumps/EV-0233.xml","6a1c3cd05029d75bb28127e47ae1058b4d1f924b8de98c589ed49d2b1e4a6f19","2026-07-18T22:00:05.189Z","validated recovery node anchor for ST-0001 clean launch","pass","captured"
"EV-0235","screenshot",".reference-local/screenshots/EV-0235.png","693e618801888676f4158af13e5e0d419ca9e8be4a1af5d9bbca8d70110558d8","2026-07-18T22:01:11.361Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0236","ui_dump",".reference-local/ui-dumps/EV-0235.xml","9d13b8891bafb6db90119ac428ac47c9ad11683d9b14c64fe5352d9d654caae8","2026-07-18T22:01:15.644Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0237","screenshot",".reference-local/screenshots/EV-0237.png","693e618801888676f4158af13e5e0d419ca9e8be4a1af5d9bbca8d70110558d8","2026-07-18T22:03:04.931Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0238","ui_dump",".reference-local/ui-dumps/EV-0237.xml","9d13b8891bafb6db90119ac428ac47c9ad11683d9b14c64fe5352d9d654caae8","2026-07-18T22:03:07.112Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0239","screenshot",".reference-local/screenshots/EV-0239.png","a651c02051188540458b88491a2315d8808bebbb79cf241b6c74da4e3ad1019e","2026-07-18T22:04:11.515Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0240","ui_dump",".reference-local/ui-dumps/EV-0239.xml","7d24baa942b7ff4561d9660c5ddb545417f43ac37b9c2a612a7a11647f1b3a6a","2026-07-18T22:04:14.074Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0241","screenshot",".reference-local/screenshots/EV-0241.png","a651c02051188540458b88491a2315d8808bebbb79cf241b6c74da4e3ad1019e","2026-07-18T22:05:24.255Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0242","ui_dump",".reference-local/ui-dumps/EV-0241.xml","7d24baa942b7ff4561d9660c5ddb545417f43ac37b9c2a612a7a11647f1b3a6a","2026-07-18T22:05:26.525Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0243","screenshot",".reference-local/screenshots/EV-0243.png","7e9f0d649bae7a8f10b8d60418a2ba2f14d753fcdb79162757d1c2bb5b3c6fc4","2026-07-18T22:06:47.134Z","validated recovery node anchor for ST-0003 active battle","pass","captured"
"EV-0244","ui_dump",".reference-local/ui-dumps/EV-0243.xml","28d52ef7b3db03260fe3c9f702cf1a7bf93c206fdfeed10c02aa2e24cd3d9383","2026-07-18T22:06:50.536Z","validated recovery node anchor for ST-0003 active battle","pass","captured"
"EV-0245","screenshot",".reference-local/screenshots/EV-0245.png","83284929358c85350c650b993230aee485e73a0a0b9252db3d65d4c4e76a78b8","2026-07-18T22:08:32.779Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0246","ui_dump",".reference-local/ui-dumps/EV-0245.xml","28d52ef7b3db03260fe3c9f702cf1a7bf93c206fdfeed10c02aa2e24cd3d9383","2026-07-18T22:08:35.178Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0247","screenshot",".reference-local/screenshots/EV-0247.png","a6582ce286ac30253e7b8bc69a1cfc49365f7845f0c8d63f30592f764aec6a6f","2026-07-18T22:09:48.733Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0248","ui_dump",".reference-local/ui-dumps/EV-0247.xml","28d52ef7b3db03260fe3c9f702cf1a7bf93c206fdfeed10c02aa2e24cd3d9383","2026-07-18T22:09:51.028Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0249","screenshot",".reference-local/screenshots/EV-0249.png","a316c450daa8c93e66a7211e8f2ebf8f4af9a7da453f7d6a63bbdc0c1795d7b5","2026-07-18T22:11:20.408Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0250","ui_dump",".reference-local/ui-dumps/EV-0249.xml","28d52ef7b3db03260fe3c9f702cf1a7bf93c206fdfeed10c02aa2e24cd3d9383","2026-07-18T22:11:23.134Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0251","screenshot",".reference-local/screenshots/EV-0251.png","96c88be30571c7d9aac178c200d8861979a6fa5e41161af817c4cdcdd551dbc6","2026-07-18T22:12:11.135Z","recovery probe not promoted: host launcher surface with unrelated app labels","fail","probe_not_promoted"
"EV-0252","ui_dump",".reference-local/ui-dumps/EV-0251.xml","a35b9838430f738d1c10652cd2252038c13e7275f59207a04ed58d92f17e2c87","2026-07-18T22:12:13.424Z","recovery probe not promoted: host launcher surface with unrelated app labels","fail","probe_not_promoted"
"EV-0253","screenshot",".reference-local/screenshots/EV-0253.png","27672f3c9f523d60681507045892ab1814326d3e7cac10bec9118479913e3edb","2026-07-18T22:13:03.270Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0254","ui_dump",".reference-local/ui-dumps/EV-0253.xml","52f0770ec01a9c78ef4738e16f80b04c7ea058bb81e47860c63de4fe5b81351d","2026-07-18T22:13:04.987Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0255","screenshot",".reference-local/screenshots/EV-0255.png","e0f17a48b2336df27580998f0bf29b6c1661fd9c31dd12bb02d6ecc48f5637b8","2026-07-18T22:14:27.350Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0256","ui_dump",".reference-local/ui-dumps/EV-0255.xml","1aa0ab10ba50e4ce5659cd2203487614c9a113cdfc439044fb8331e813a9f5ef","2026-07-18T22:14:29.917Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0257","screenshot",".reference-local/screenshots/EV-0257.png","d42ed3b3659e71a8c28feda4ecfc997f21de4e4d012d1094ad0f4b6c4d2af8ca","2026-07-18T22:16:22.960Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0258","ui_dump",".reference-local/ui-dumps/EV-0257.xml","c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe","2026-07-18T22:16:25.414Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0259","screenshot",".reference-local/screenshots/EV-0259.png","e735d1c1a8e0845542f3e7d0d5667639d5f5b8cf7ff24a13547d174d9ee93f45","2026-07-18T22:17:14.949Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0260","ui_dump",".reference-local/ui-dumps/EV-0259.xml","c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe","2026-07-18T22:17:17.125Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0261","screenshot",".reference-local/screenshots/EV-0261.png","961ae7cc603f20c54b3a0b65677d271055d98e8972d45dbde9e548007b857377","2026-07-18T22:19:25.684Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0262","ui_dump",".reference-local/ui-dumps/EV-0261.xml","c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe","2026-07-18T22:19:28.448Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0263","screenshot",".reference-local/screenshots/EV-0263.png","b1c896480175522ed202256ad57b80f31ee265a59984456f71ca3fca978c1c9d","2026-07-18T22:21:27.703Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0264","ui_dump",".reference-local/ui-dumps/EV-0263.xml","c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe","2026-07-18T22:21:29.983Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0265","screenshot",".reference-local/screenshots/EV-0265.png","017a98f919af0cac9be7cbe17dc7a1d388a996eebf7e4c92292d1ca87a7f8516","2026-07-18T22:22:50.353Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0266","ui_dump",".reference-local/ui-dumps/EV-0265.xml","c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe","2026-07-18T22:22:52.596Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0267","screenshot",".reference-local/screenshots/EV-0267.png","d32c8365291f0aecb34e670205111d4ee80bc6c64634a6e7ef27c6d091ff0de1","2026-07-18T22:24:45.712Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0268","ui_dump",".reference-local/ui-dumps/EV-0267.xml","c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe","2026-07-18T22:24:48.123Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0269","screenshot",".reference-local/screenshots/EV-0269.png","359a3559454bef8096a63489209f66c85a27655bf6884083f27dea38b43d3236","2026-07-18T22:26:23.270Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0270","ui_dump",".reference-local/ui-dumps/EV-0269.xml","c2cf56b895363a7579def1c7bc5d28609a12cab1b9b2175f1f5287827f6dcdbe","2026-07-18T22:26:25.665Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
"EV-0271","screenshot",".reference-local/screenshots/EV-0271.png","42fd2f132d593bb434ebe189529eeb07ff740a653115d2a3fc940e3495340b7a","2026-07-18T22:28:00.560Z","recovery probe not promoted: no confirmed route state action linkage","pass","probe_not_promoted"
